id,carat,cut,cut_ord,color,clarity,clarity_ord,price,retail_price,company_price,,Linear Regression model - provides an equation to use to predict the prices.,
36193,1.18,Premium,4,H,SI1,3,4746,6652.74,1995.822,,,
36194,0.4,Premium,4,D,SI1,3,924,90.6,27.18,,,
36195,1.09,Ideal,5,G,SI1,3,4970,6053.67,1816.101,,,
36196,0.32,Ideal,5,D,VS1,4,977,29.66,8.898,,,
36197,0.72,Very Good,3,E,SI2,2,2651,2170.66,651.198,,,
36198,1.79,Premium,4,H,VS1,4,14904,12238.67,3671.601,,,
36199,0.54,Ideal,5,G,VVS2,6,1985,2788.52,836.556,,,
36200,0.52,Ideal,5,H,VS2,5,1401,2166.26,649.878,,,
36201,1.15,Premium,4,J,SI1,3,4347,6400.35,1920.105,,,
36202,2.31,Fair,1,G,I1,1,7257,14777.13,4433.139,,,
36203,0.8,Premium,4,J,VS2,5,2045,4363.8,1309.14,,,
36204,1.19,Premium,4,H,SI1,3,5802,6736.87,2021.061,,,
36205,0.51,Ideal,5,I,SI2,2,1051,720.13,216.039,,,
36206,1.85,Very Good,3,H,I1,1,5688,11223.35,3367.005,,,
36207,0.41,Premium,4,H,SI1,3,876,174.73,52.419,,,
36208,1.02,Very Good,3,D,VS2,5,6909,6056.56,1816.968,,,
36209,0.3,Premium,4,G,VVS2,6,819,611.3,183.39,,,
36210,0.5,Ideal,5,J,VS1,4,1082,1544,463.2,,,
36211,0.3,Ideal,5,I,VVS2,6,495,769.4,230.82,,,
36212,0.5,Fair,1,H,SI1,3,1078,457.6,137.28,,,
36213,0.35,Ideal,5,F,VS2,5,747,736.05,220.815,,,
36214,1.05,Ideal,5,F,SI2,2,4866,5263.15,1578.945,,,
36215,0.41,Premium,4,F,IF,8,1439,2444.73,733.419,,,
36216,1.58,Very Good,3,D,SI1,3,12799,9859.84,2957.952,,,
36217,1,Very Good,3,I,SI2,2,4080,4526.3,1357.89,,,
36218,1.09,Ideal,5,H,VS2,5,6288,6961.67,2088.501,,,
36219,1.28,Ideal,5,H,VS2,5,7098,8560.14,2568.042,,,
36220,0.62,Premium,4,F,SI1,3,1766,1941.46,582.438,,,
36221,0.31,Ideal,5,D,SI1,3,684,-508.47,-152.541,,,
36222,0.84,Ideal,5,I,VS1,4,3283,4404.42,1321.326,,,
36223,1.03,Ideal,5,J,SI1,3,3922,5548.89,1664.667,,,
36224,1.5,Good,2,H,SI1,3,9946,9028.7,2708.61,,,
36225,0.7,Premium,4,E,VS2,5,2822,3522.5,1056.75,,,
36226,0.62,Premium,4,F,SI2,2,1329,1487.46,446.238,,,
36227,0.75,Good,2,D,SI2,2,2933,2264.95,679.485,,,
36228,1.21,Ideal,5,F,VS1,4,10504,7517.23,2255.169,,,
36229,0.31,Very Good,3,D,VS2,5,734,83.33,24.999,,,
36230,0.26,Ideal,5,D,VS1,4,580,-475.12,-142.536,,,
36231,1.34,Very Good,3,D,SI2,2,7453,7386.72,2216.016,,,
36232,1.04,Premium,4,D,VS1,4,8341,5928.92,1778.676,,,
36233,0.75,Premium,4,G,SI1,3,2622,3035.15,910.545,,,
36234,0.31,Good,2,I,VS1,4,489,-528.77,-158.631,,,
36235,0.3,Ideal,5,D,VS2,5,911,315.4,94.62,,,
36236,1.01,Very Good,3,F,SI1,3,4890,5064.43,1519.329,,,
36237,0.7,Premium,4,E,VS2,5,2673,3522.5,1056.75,,,
36238,1.56,Ideal,5,H,SI1,3,10642,10007.78,3002.334,,,
36239,0.31,Ideal,5,E,VVS2,6,1046,853.53,256.059,,,
36240,1.06,Ideal,5,I,SI1,3,4313,5801.28,1740.384,,,
36241,1.23,Premium,4,G,VS1,4,8759,7527.39,2258.217,,,
36242,0.32,Ideal,5,G,VS1,4,645,29.66,8.898,,,
36243,1.06,Very Good,3,G,VVS2,6,7695,6847.08,2054.124,,,
36244,0.32,Ideal,5,H,VS2,5,505,483.66,145.098,,,
36245,1.51,Premium,4,E,VS1,4,16277,9883.03,2964.909,,,
36246,0.37,Very Good,3,E,VS1,4,738,134.11,40.233,,,
36247,1.08,Premium,4,H,SI1,3,5078,5811.44,1743.432,,,
36248,0.56,Ideal,5,D,VS2,5,2066,2502.78,750.834,,,
36249,0.33,Premium,4,I,VS2,5,594,409.69,122.907,,,
36250,0.56,Ideal,5,F,VVS2,6,2462,2956.78,887.034,,,
36251,1.07,Very Good,3,D,SI1,3,5767,5569.21,1670.763,,,
36252,0.59,Ideal,5,F,VS2,5,1914,2755.17,826.551,,,
36253,0.7,Premium,4,H,VVS1,7,2406,4430.5,1329.15,,,
36254,0.52,Premium,4,D,SI1,3,1284,1100.16,330.048,,,
36255,2.24,Premium,4,I,SI2,2,15515,15116.52,4534.956,,,
36256,1.5,Very Good,3,I,VS2,5,9354,10094.8,3028.44,,,
36257,1.63,Premium,4,I,VS2,5,10479,11346.59,3403.977,,,
36258,0.5,Ideal,5,E,VS1,4,1755,1544,463.2,,,
36259,0.73,Ideal,5,D,SI1,3,2943,3024.99,907.497,,,
36260,0.33,Premium,4,G,VVS1,7,1114,1317.69,395.307,,,
36261,0.3,Ideal,5,G,VVS1,7,1013,1223.4,367.02,,,
36262,0.9,Very Good,3,D,VS1,4,5757,4593,1377.9,,,
36263,0.32,Premium,4,G,VS2,5,720,325.56,97.668,,,
36264,0.31,Premium,4,G,VVS2,6,907,695.43,208.629,,,
36265,0.9,Fair,1,D,SI1,3,3689,3822.8,1146.84,,,
36266,0.6,Ideal,5,H,VVS2,6,1931,3293.3,987.99,,,
36267,0.31,Very Good,3,H,SI1,3,573,-824.67,-247.401,,,
36268,1.51,Fair,1,F,I1,1,3734,8046.73,2414.019,,,
36269,0.26,Very Good,3,F,SI1,3,590,-1245.32,-373.596,,,
36270,1.22,Ideal,5,H,VS2,5,4914,8055.36,2416.608,,,
36271,0.51,Very Good,3,F,VS2,5,1423,1765.93,529.779,,,
36272,2,Good,2,G,SI2,2,10416,12781.2,3834.36,,,
36273,0.7,Good,2,G,VS1,4,2625,2752.3,825.69,,,
36274,0.86,Ideal,5,E,SI2,2,3828,3664.68,1099.404,,,
36275,0.3,Very Good,3,E,VS2,5,658,-0.8,-0.24,,,
36276,0.7,Ideal,5,E,VS2,5,2952,3680.6,1104.18,,,
36277,1.52,Ideal,5,E,SI2,2,9405,9217.26,2765.178,,,
36278,1.04,Premium,4,I,SI1,3,4290,5474.92,1642.476,,,
36279,1.99,Premium,4,G,SI2,2,11486,13013.27,3903.981,,,
36280,0.31,Very Good,3,G,IF,8,924,1445.33,433.599,,,
36281,1.09,Very Good,3,E,SI1,3,5771,5737.47,1721.241,,,
36282,1,Premium,4,E,SI1,3,5040,5138.4,1541.52,,,
36283,0.33,Ideal,5,F,SI1,3,550,-340.21,-102.063,,,
36284,0.54,Ideal,5,D,VS2,5,2041,2334.52,700.356,,,
36285,0.62,Ideal,5,G,SI2,2,1395,1645.56,493.668,,,
36286,0.91,Very Good,3,D,VS1,4,5597,4677.13,1403.139,,,
36287,1.07,Ideal,5,F,IF,8,11434,8155.41,2446.623,,,
36288,0.58,Ideal,5,E,SI2,2,1234,1309.04,392.712,,,
36289,1.31,Ideal,5,G,VVS2,6,13168,9266.53,2779.959,,,
36290,0.28,Very Good,3,H,VS1,4,429,-623.06,-186.918,,,
36291,1.02,Very Good,3,H,SI1,3,4518,5148.56,1544.568,,,
36292,1.02,Ideal,5,G,SI2,2,4291,5010.76,1503.228,,,
36293,1.51,Good,2,F,SI2,2,7208,8658.83,2597.649,,,
36294,1.52,Premium,4,J,VS1,4,8426,9967.16,2990.148,,,
36295,0.71,Very Good,3,D,VVS2,6,3799,3902.53,1170.759,,,
36296,0.32,Ideal,5,E,VS2,5,900,483.66,145.098,,,
36297,1.27,Very Good,3,G,VS2,5,8549,8159.81,2447.943,,,
36298,2.01,Very Good,3,H,SI1,3,11825,13477.43,4043.229,,,
36299,1.08,Ideal,5,E,VVS1,7,12098,7785.54,2335.662,,,
36300,0.73,Ideal,5,F,VS1,4,3140,3478.99,1043.697,,,
36301,0.29,Good,2,F,IF,8,633,1118.97,335.691,,,
36302,1.03,Premium,4,E,VS2,5,6344,6298.79,1889.637,,,
36303,0.57,Very Good,3,G,SI2,2,1171,908.71,272.613,,,
36304,0.32,Good,2,H,SI2,2,517,-1352.64,-405.792,,,
36305,0.31,Ideal,5,E,VS2,5,680,399.53,119.859,,,
36306,0.32,Ideal,5,I,VVS2,6,567,937.66,281.298,,,
36307,0.5,Very Good,3,F,SI1,3,1250,773.8,232.14,,,
36308,2.05,Premium,4,E,SI2,2,17066,13518.05,4055.415,,,
36309,1.25,Very Good,3,I,SI1,3,5500,7083.55,2125.065,,,
36310,2.01,Very Good,3,I,SI2,2,9781,13023.43,3907.029,,,
36311,0.91,Very Good,3,F,SI2,2,4081,3769.13,1130.739,,,
36312,0.31,Ideal,5,G,VVS2,6,907,853.53,256.059,,,
36313,0.28,Very Good,3,E,VVS2,6,572,284.94,85.482,,,
36314,1,Premium,4,E,SI1,3,5299,5138.4,1541.52,,,
36315,0.83,Very Good,3,F,SI1,3,3207,3550.09,1065.027,,,
36316,0.59,Very Good,3,F,VS2,5,1723,2438.97,731.691,,,
36317,0.5,Fair,1,G,VVS2,6,1659,1819.6,545.88,,,
36318,1.06,Premium,4,D,SI2,2,4155,5189.18,1556.754,,,
36319,0.41,Ideal,5,F,VVS1,7,1295,2148.83,644.649,,,
36320,1.51,Very Good,3,H,VS1,4,10045,9724.93,2917.479,,,
36321,1.2,Premium,4,F,SI1,3,6774,6821,2046.3,,,
36322,1.03,Premium,4,H,SI1,3,4603,5390.79,1617.237,,,
36323,0.7,Very Good,3,D,SI1,3,2757,2456.4,736.92,,,
36324,2.21,Premium,4,I,SI1,3,17714,15318.13,4595.439,,,
36325,0.82,Very Good,3,G,SI2,2,2893,3011.96,903.588,,,
36326,1.01,Ideal,5,F,VS1,4,7745,5834.63,1750.389,,,
36327,0.3,Premium,4,E,SI1,3,526,-750.7,-225.21,,,
36328,1.01,Ideal,5,D,SI2,2,4837,4926.63,1477.989,,,
36329,2.01,Fair,1,F,SI1,3,13387,13161.23,3948.369,,,
36330,0.79,Very Good,3,G,SI1,3,2394,3213.57,964.071,,,
36331,0.53,Premium,4,D,VS2,5,1825,2092.29,627.687,,,
36332,0.9,Good,2,G,SI1,3,3615,3980.9,1194.27,,,
36333,0.91,Very Good,3,G,SI2,2,3891,3769.13,1130.739,,,
36334,2.54,Very Good,3,I,SI2,2,12095,17482.32,5244.696,,,
36335,2.23,Very Good,3,G,I1,1,7006,14420.29,4326.087,,,
36336,0.3,Ideal,5,E,VVS2,6,1125,769.4,230.82,,,
36337,1.56,Ideal,5,H,VS2,5,12864,10915.78,3274.734,,,
36338,0.32,Ideal,5,D,VS2,5,972,483.66,145.098,,,
36339,0.7,Premium,4,F,SI2,2,2107,2160.5,648.15,,,
36340,0.9,Very Good,3,E,SI2,2,2930,3685,1105.5,,,
36341,0.35,Ideal,5,F,VS2,5,906,736.05,220.815,,,
36342,0.56,Fair,1,H,VS2,5,1293,1870.38,561.114,,,
36343,2.64,Ideal,5,H,SI2,2,17407,18639.82,5591.946,,,
36344,0.3,Very Good,3,G,VVS1,7,691,907.2,272.16,,,
36345,2.07,Fair,1,D,SI2,2,13016,13212.01,3963.603,,,
36346,0.26,Good,2,F,VVS2,6,517,-41.42,-12.426,,,
36347,0.73,Ideal,5,G,VVS2,6,3783,4386.99,1316.097,,,
36348,0.7,Very Good,3,I,SI1,3,2147,2456.4,736.92,,,
36349,0.31,Ideal,5,D,SI1,3,571,-508.47,-152.541,,,
36350,0.41,Good,2,D,SI1,3,738,-141.47,-42.441,,,
36351,0.3,Good,2,H,VVS1,7,684,749.1,224.73,,,
36352,1.12,Ideal,5,G,VVS2,6,9214,7668.06,2300.418,,,
36353,1.14,Premium,4,G,SI1,3,5424,6316.22,1894.866,,,
36354,1.82,Very Good,3,F,SI1,3,14545,11878.96,3563.688,,,
36355,0.4,Very Good,3,E,VS2,5,770,840.5,252.15,,,
36356,0.32,Ideal,5,G,VS1,4,828,29.66,8.898,,,
36357,1,Premium,4,F,VS2,5,7168,6046.4,1813.92,,,
36358,0.81,Ideal,5,F,SI1,3,3146,3698.03,1109.409,,,
36359,2.01,Good,2,I,SI1,3,16731,13319.33,3995.799,,,
36360,0.71,Ideal,5,G,VS1,4,3431,3310.73,993.219,,,
36361,1.08,Very Good,3,F,SI2,2,3847,5199.34,1559.802,,,
36362,0.3,Ideal,5,E,VVS2,6,789,769.4,230.82,,,
36363,0.71,Ideal,5,G,VVS2,6,3504,4218.73,1265.619,,,
36364,1,Very Good,3,D,SI2,2,4543,4526.3,1357.89,,,
36365,1.51,Ideal,5,J,VS1,4,8170,10041.13,3012.339,,,
36366,0.28,Ideal,5,F,VVS2,6,787,601.14,180.342,,,
36367,0.53,Ideal,5,E,VS2,5,1721,2250.39,675.117,,,
36368,1.07,Ideal,5,H,SI1,3,5123,5885.41,1765.623,,,
36369,0.37,Premium,4,D,SI1,3,874,-161.79,-48.537,,,
36370,0.33,Premium,4,F,VS2,5,854,409.69,122.907,,,
36371,0.78,Ideal,5,G,SI2,2,2485,2991.64,897.492,,,
36372,1.12,Premium,4,H,SI2,2,3889,5693.96,1708.188,,,
36373,1.01,Ideal,5,E,SI2,2,4751,4926.63,1477.989,,,
36374,1.27,Premium,4,J,SI2,2,4660,6955.91,2086.773,,,
36375,0.5,Good,2,I,VS2,5,987,1523.7,457.11,,,
36376,0.3,Very Good,3,H,VS1,4,526,-454.8,-136.44,,,
36377,0.38,Ideal,5,G,VS2,5,757,988.44,296.532,,,
36378,0.33,Very Good,3,H,IF,8,795,1613.59,484.077,,,
36379,0.86,Fair,1,G,VS2,5,3418,4394.28,1318.284,,,
36380,0.3,Very Good,3,D,VVS2,6,880,453.2,135.96,,,
36381,0.52,Ideal,5,D,SI1,3,1720,1258.26,377.478,,,
36382,0.32,Ideal,5,F,VS2,5,645,483.66,145.098,,,
36383,0.4,Ideal,5,G,VVS2,6,1172,1610.7,483.21,,,
36384,1.24,Ideal,5,H,SI1,3,6867,7315.62,2194.686,,,
36385,0.34,Premium,4,E,VS1,4,805,39.82,11.946,,,
36386,1.22,Very Good,3,G,VS2,5,6962,7739.16,2321.748,,,
36387,0.31,Premium,4,H,VVS1,7,612,1149.43,344.829,,,
36388,1.51,Very Good,3,I,SI1,3,8073,9270.93,2781.279,,,
36389,1.98,Fair,1,H,VS1,4,12923,13362.84,4008.852,,,
36390,1.02,Premium,4,D,SI2,2,4381,4852.66,1455.798,,,
36391,0.54,Ideal,5,G,VS1,4,1745,1880.52,564.156,,,
36392,0.3,Premium,4,E,VVS2,6,1013,611.3,183.39,,,
36393,0.41,Ideal,5,F,VVS1,7,1236,2148.83,644.649,,,
36394,1,Ideal,5,D,SI1,3,4592,5296.5,1588.95,,,
36395,0.37,Ideal,5,G,VS2,5,649,904.31,271.293,,,
36396,1.16,Ideal,5,I,VS2,5,4869,7550.58,2265.174,,,
36397,2.18,Ideal,5,J,VS2,5,16427,16131.84,4839.552,,,
36398,1.02,Very Good,3,J,SI2,2,3599,4694.56,1408.368,,,
36399,0.9,Very Good,3,E,VVS2,6,6892,5501,1650.3,,,
36400,0.37,Ideal,5,E,SI1,3,613,-3.69,-1.107,,,
36401,0.62,Very Good,3,H,IF,8,2367,4053.36,1216.008,,,
36402,1.51,Good,2,G,SI1,3,9258,9112.83,2733.849,,,
36403,2.01,Very Good,3,I,VS1,4,15335,13931.43,4179.429,,,
36404,1.17,Premium,4,G,VS1,4,7666,7022.61,2106.783,,,
36405,0.56,Very Good,3,E,VS2,5,1819,2186.58,655.974,,,
36406,1.1,Ideal,5,E,SI1,3,6743,6137.8,1841.34,,,
36407,0.26,Ideal,5,G,SI1,3,394,-929.12,-278.736,,,
36408,0.9,Premium,4,D,SI1,3,4612,4297.1,1289.13,,,
36409,1.01,Very Good,3,F,VS2,5,7135,5972.43,1791.729,,,
36410,0.32,Premium,4,F,VVS1,7,990,1233.56,370.068,,,
36411,0.91,Premium,4,E,VS1,4,5228,4835.23,1450.569,,,
36412,0.54,Good,2,D,SI1,3,1767,952.22,285.666,,,
36413,0.34,Ideal,5,I,VS1,4,643,197.92,59.376,,,
36414,0.26,Good,2,F,VS1,4,453,-949.42,-284.826,,,
36415,0.59,Very Good,3,H,SI1,3,1239,1530.97,459.291,,,
36416,0.35,Ideal,5,D,SI1,3,644,-171.95,-51.585,,,
36417,0.33,Ideal,5,G,VVS1,7,802,1475.79,442.737,,,
36418,1.01,Ideal,5,E,SI1,3,5534,5380.63,1614.189,,,
36419,0.32,Very Good,3,D,VS2,5,758,167.46,50.238,,,
36420,0.8,Very Good,3,G,VS2,5,2929,4205.7,1261.71,,,
36421,0.51,Good,2,J,VS2,5,984,1607.83,482.349,,,
36422,1.52,Very Good,3,G,SI1,3,11014,9355.06,2806.518,,,
36423,0.69,Ideal,5,F,SI1,3,2459,2688.47,806.541,,,
36424,0.74,Very Good,3,G,SI2,2,2423,2338.92,701.676,,,
36425,0.35,Ideal,5,E,VS2,5,767,736.05,220.815,,,
36426,0.5,Ideal,5,D,SI1,3,1654,1090,327,,,
36427,0.7,Good,2,E,SI1,3,2079,2298.3,689.49,,,
36428,1.04,Very Good,3,G,IF,8,8225,7586.82,2276.046,,,
36429,0.85,Ideal,5,E,SI2,2,3441,3580.55,1074.165,,,
36430,0.41,Premium,4,G,VS2,5,827,1082.73,324.819,,,
36431,1.54,Very Good,3,F,VS2,5,13735,10431.32,3129.396,,,
36432,0.33,Premium,4,D,SI2,2,492,-952.31,-285.693,,,
36433,0.72,Premium,4,E,VS2,5,2802,3690.76,1107.228,,,
36434,1.52,Premium,4,D,SI1,3,12502,9513.16,2853.948,,,
36435,1.3,Premium,4,J,VS2,5,5951,8570.3,2571.09,,,
36436,0.38,Ideal,5,D,VVS2,6,1096,1442.44,432.732,,,
36437,1.26,Ideal,5,E,VS1,4,11323,7937.88,2381.364,,,
36438,0.4,Ideal,5,E,VVS2,6,1238,1610.7,483.21,,,
36439,0.31,Ideal,5,G,VVS1,7,816,1307.53,392.259,,,
36440,0.3,Ideal,5,H,VVS2,6,590,769.4,230.82,,,
36441,2.27,Fair,1,J,I1,1,5733,14440.61,4332.183,,,
36442,0.5,Good,2,F,SI1,3,1214,615.7,184.71,,,
36443,0.74,Ideal,5,H,VS1,4,3254,3563.12,1068.936,,,
36444,0.43,Ideal,5,I,VS2,5,716,1409.09,422.727,,,
36445,2.11,Premium,4,J,VS2,5,13046,15384.83,4615.449,,,
36446,0.31,Very Good,3,I,VS2,5,435,83.33,24.999,,,
36447,1.12,Good,2,J,SI1,3,3880,5831.76,1749.528,,,
36448,1.22,Very Good,3,D,SI2,2,5721,6377.16,1913.148,,,
36449,0.76,Ideal,5,D,VS2,5,3293,4185.38,1255.614,,,
36450,0.37,Ideal,5,F,VS2,5,746,904.31,271.293,,,
36451,1.03,Very Good,3,F,VVS2,6,8375,6594.69,1978.407,,,
36452,0.33,Ideal,5,F,VVS1,7,880,1475.79,442.737,,,
36453,0.5,Very Good,3,E,SI1,3,1281,773.8,232.14,,,
36454,0.7,Very Good,3,F,SI2,2,2039,2002.4,600.72,,,
36455,2.01,Premium,4,H,SI2,2,13199,13181.53,3954.459,,,
36456,0.35,Ideal,5,E,VS2,5,767,736.05,220.815,,,
36457,0.43,Premium,4,F,VS1,4,1129,796.99,239.097,,,
36458,1,Good,2,F,SI1,3,4158,4822.2,1446.66,,,
36459,0.5,Premium,4,D,VS2,5,1752,1839.9,551.97,,,
36460,2.01,Ideal,5,J,SI2,2,12814,13339.63,4001.889,,,
36461,1.21,Ideal,5,I,SI2,2,5091,6609.23,1982.769,,,
36462,0.8,Ideal,5,G,VS1,4,4388,4067.9,1220.37,,,
36463,1.2,Premium,4,J,SI1,3,4838,6821,2046.3,,,
36464,1.6,Premium,4,E,SI1,3,9229,10186.2,3055.86,,,
36465,0.31,Ideal,5,D,SI1,3,571,-508.47,-152.541,,,
36466,1.04,Fair,1,F,I1,1,2134,4092.62,1227.786,,,
36467,1.37,Very Good,3,H,VS1,4,9046,8547.11,2564.133,,,
36468,0.42,Premium,4,E,SI1,3,722,258.86,77.658,,,
36469,0.3,Good,2,F,SI1,3,641,-1066.9,-320.07,,,
36470,0.95,Very Good,3,J,SI1,3,3154,4559.65,1367.895,,,
36471,1.1,Ideal,5,G,VS2,5,6939,7045.8,2113.74,,,
36472,0.41,Ideal,5,E,VS1,4,1079,786.83,236.049,,,
36473,1.11,Very Good,3,I,SI2,2,4075,5451.73,1635.519,,,
36474,1.23,Very Good,3,H,VVS1,7,8405,8731.29,2619.387,,,
36475,0.32,Premium,4,E,SI2,2,576,-1036.44,-310.932,,,
36476,0.31,Good,2,H,VS2,5,489,-74.77,-22.431,,,
36477,0.57,Very Good,3,E,SI1,3,1608,1362.71,408.813,,,
36478,0.48,Premium,4,G,SI1,3,960,763.64,229.092,,,
36479,0.72,Premium,4,D,VS1,4,3601,3236.76,971.028,,,
36480,1.11,Premium,4,E,SI2,2,4664,5609.83,1682.949,,,
36481,0.5,Ideal,5,G,VS2,5,1424,1998,599.4,,,
36482,1.2,Very Good,3,G,IF,8,9987,8932.9,2679.87,,,
36483,0.58,Ideal,5,E,SI1,3,1580,1763.04,528.912,,,
36484,1.01,Ideal,5,D,VS2,5,8279,6288.63,1886.589,,,
36485,0.3,Premium,4,H,VS2,5,608,157.3,47.19,,,
36486,1.3,Ideal,5,G,VS2,5,9225,8728.4,2618.52,,,
36487,0.23,Good,2,F,VVS2,6,425,-293.81,-88.143,,,
36488,0.41,Ideal,5,D,SI1,3,791,332.83,99.849,,,
36489,1.14,Ideal,5,J,VS2,5,4906,7382.32,2214.696,,,
36490,2,Ideal,5,F,I1,1,10494,12801.5,3840.45,,,
36491,1.24,Ideal,5,G,SI1,3,6895,7315.62,2194.686,,,
36492,1.53,Premium,4,H,VS2,5,10224,10505.29,3151.587,,,
36493,0.51,Good,2,G,VVS2,6,1813,2061.83,618.549,,,
36494,0.33,Ideal,5,H,VVS1,7,730,1475.79,442.737,,,
36495,1.21,Very Good,3,H,VS1,4,6973,7201.03,2160.309,,,
36496,1.24,Ideal,5,E,SI2,2,5444,6861.62,2058.486,,,
36497,1,Ideal,5,G,SI1,3,4956,5296.5,1588.95,,,
36498,0.6,Very Good,3,G,VVS2,6,2130,2977.1,893.13,,,
36499,0.92,Very Good,3,D,SI2,2,4168,3853.26,1155.978,,,
36500,2.02,Premium,4,I,SI2,2,14350,13265.66,3979.698,,,
36501,0.75,Ideal,5,E,VS2,5,2940,4101.25,1230.375,,,
36502,0.7,Good,2,F,SI1,3,2167,2298.3,689.49,,,
36503,0.32,Ideal,5,F,VVS2,6,1068,937.66,281.298,,,
36504,0.66,Good,2,H,VS1,4,1978,2415.78,724.734,,,
36505,1.56,Premium,4,I,VS2,5,7326,10757.68,3227.304,,,
36506,0.34,Ideal,5,E,VS1,4,805,197.92,59.376,,,
36507,0.41,Premium,4,E,SI2,2,818,-279.27,-83.781,,,
36508,0.51,Premium,4,F,SI1,3,3360,1016.03,304.809,,,
36509,2.01,Premium,4,G,SI1,3,15105,13635.53,4090.659,,,
36510,1.51,Good,2,I,SI1,3,7233,9112.83,2733.849,,,
36511,0.65,Ideal,5,J,SI1,3,1214,2351.95,705.585,,,
36512,0.92,Very Good,3,H,VS1,4,4721,4761.26,1428.378,,,
36513,0.54,Premium,4,H,VS1,4,1637,1722.42,516.726,,,
36514,0.83,Premium,4,F,VS2,5,3393,4616.19,1384.857,,,
36515,0.4,Very Good,3,E,SI2,2,798,-521.5,-156.45,,,
36516,0.86,Ideal,5,E,SI1,3,3456,4118.68,1235.604,,,
36517,0.34,Premium,4,D,VS2,5,687,493.82,148.146,,,
36518,2.04,Premium,4,H,SI2,2,14945,13433.92,4030.176,,,
36519,0.41,Ideal,5,F,VVS1,7,1356,2148.83,644.649,,,
36520,0.5,Good,2,D,SI1,3,1210,615.7,184.71,,,
36521,1.15,Ideal,5,E,SI1,3,6517,6558.45,1967.535,,,
36522,0.71,Very Good,3,E,SI2,2,2256,2086.53,625.959,,,
36523,0.56,Very Good,3,D,VVS2,6,2612,2640.58,792.174,,,
36524,0.62,Premium,4,J,VVS2,6,1415,3303.46,991.038,,,
36525,1.2,Very Good,3,J,VS2,5,5234,7570.9,2271.27,,,
36526,0.37,Premium,4,E,VS2,5,757,746.21,223.863,,,
36527,0.77,Ideal,5,I,VS1,4,3066,3815.51,1144.653,,,
36528,0.3,Premium,4,D,VS2,5,911,157.3,47.19,,,
36529,0.31,Ideal,5,H,SI1,3,464,-508.47,-152.541,,,
36530,0.39,Very Good,3,I,VS1,4,921,302.37,90.711,,,
36531,1.13,Ideal,5,G,IF,8,10228,8660.19,2598.057,,,
36532,0.7,Fair,1,G,SI1,3,2120,2140.2,642.06,,,
36533,1,Premium,4,G,SI2,2,3142,4684.4,1405.32,,,
36534,0.4,Ideal,5,E,SI1,3,737,248.7,74.61,,,
36535,0.3,Very Good,3,E,VS2,5,658,-0.8,-0.24,,,
36536,0.3,Ideal,5,E,VVS2,6,1013,769.4,230.82,,,
36537,1.52,Ideal,5,D,SI1,3,13329,9671.26,2901.378,,,
36538,0.38,Ideal,5,G,SI2,2,532,-373.56,-112.068,,,
36539,0.3,Ideal,5,F,IF,8,886,1677.4,503.22,,,
36540,0.4,Very Good,3,E,VS1,4,1053,386.5,115.95,,,
36541,1.25,Very Good,3,F,SI1,3,7956,7083.55,2125.065,,,
36542,0.33,Very Good,3,E,VS2,5,675,251.59,75.477,,,
36543,0.42,Very Good,3,F,IF,8,1722,2370.76,711.228,,,
36544,0.7,Very Good,3,H,SI1,3,2200,2456.4,736.92,,,
36545,1.21,Premium,4,H,SI2,2,6098,6451.13,1935.339,,,
36546,0.38,Premium,4,I,VS2,5,682,830.34,249.102,,,
36547,1.2,Good,2,D,I1,1,4346,5596.8,1679.04,,,
36548,0.72,Ideal,5,E,SI1,3,3012,2940.86,882.258,,,
36549,0.77,Very Good,3,F,VS2,5,3692,3953.31,1185.993,,,
36550,1.05,Ideal,5,D,SI2,2,5156,5263.15,1578.945,,,
36551,1,Fair,1,E,SI1,3,5212,4664.1,1399.23,,,
36552,0.32,Ideal,5,D,VVS1,7,924,1391.66,417.498,,,
36553,1.02,Ideal,5,H,SI2,2,3713,5010.76,1503.228,,,
36554,1.09,Ideal,5,H,SI1,3,5149,6053.67,1816.101,,,
36555,1.16,Premium,4,H,SI1,3,5702,6484.48,1945.344,,,
36556,0.3,Very Good,3,G,VS1,4,620,-454.8,-136.44,,,
36557,0.52,Good,2,E,VS2,5,1660,1691.96,507.588,,,
36558,0.79,Ideal,5,G,SI1,3,2898,3529.77,1058.931,,,
36559,0.31,Good,2,G,VVS2,6,707,379.23,113.769,,,
36560,0.32,Ideal,5,D,VVS1,7,1140,1391.66,417.498,,,
36561,0.4,Good,2,J,VS2,5,765,682.4,204.72,,,
36562,1.54,Premium,4,F,SI1,3,9926,9681.42,2904.426,,,
36563,0.25,Ideal,5,H,VS2,5,472,-105.25,-31.575,,,
36564,0.29,Premium,4,G,VS1,4,547,-380.83,-114.249,,,
36565,1.01,Ideal,5,F,SI2,2,5154,4926.63,1477.989,,,
36566,1,Premium,4,H,SI2,2,3080,4684.4,1405.32,,,
36567,1.22,Good,2,H,SI2,2,6250,6219.06,1865.718,,,
36568,0.9,Fair,1,I,SI1,3,2804,3822.8,1146.84,,,
36569,0.91,Premium,4,D,SI1,3,4476,4381.23,1314.369,,,
36570,1.01,Ideal,5,G,SI1,3,4868,5380.63,1614.189,,,
36571,1.1,Very Good,3,I,VS2,5,5524,6729.6,2018.88,,,
36572,0.9,Premium,4,D,SI1,3,3812,4297.1,1289.13,,,
