id,carat,cut,cut_ord,color,clarity,clarity_ord,retail_price,company_price,retail_price_if_1_carat_more,diff_btwn_carats,carat_squared,,Linear Regression model - provides an equation to use to predict the prices.,,,,,,,"1.    According to the model, if a diamond is 1 carat heavier than another with the same cut, how much more should I expect to pay? Why?"
1858,1.06,Ideal,5,F,I1,1,4893.28,1467.984,13306.28,8413,10444.81403,,,,,,,,,
1973,1.06,Very Good,3,F,VS2,5,6393.08,1917.924,14806.08,8413,11944.61403,,,,,,,,,
2050,1.06,Premium,4,G,SI2,2,5189.18,1556.754,13602.18,8413,10740.71403,,,,,,,,,
2215,1.06,Ideal,5,E,SI2,2,5347.28,1604.184,13760.28,8413,10898.81403,,,,,,,,,
2482,1.06,Ideal,5,D,VVS2,6,7163.28,2148.984,15576.28,8413,12714.81403,,,,,,,,,
2628,1.06,Ideal,5,H,SI2,2,5347.28,1604.184,13760.28,8413,10898.81403,,,,,,,,,
2740,1.06,Ideal,5,G,VVS2,6,7163.28,2148.984,15576.28,8413,12714.81403,,,,,,,,,
785,1.07,Very Good,3,G,VS2,5,6477.21,1943.163,14890.21,8413,13313.1947,,,,,,,,,
788,1.07,Ideal,5,G,SI1,3,5885.41,1765.623,14298.41,8413,12721.3947,,,,,,,,,
816,1.07,Ideal,5,F,VVS2,6,7247.41,2174.223,15660.41,8413,14083.3947,,,,,,,,,
926,1.07,Ideal,5,G,SI1,3,5885.41,1765.623,14298.41,8413,12721.3947,,,,,,,,,
1001,1.07,Ideal,5,G,VS2,5,6793.41,2038.023,15206.41,8413,13629.3947,,,,,,,,,
1070,1.07,Good,2,J,VS2,5,6319.11,1895.733,14732.11,8413,13155.0947,,,,,,,,,
1121,1.07,Very Good,3,G,VS1,4,6023.21,1806.963,14436.21,8413,12859.1947,,,,,,,,,
1442,1.07,Premium,4,F,SI2,2,5273.31,1581.993,13686.31,8413,12109.2947,,,,,,,,,
1595,1.07,Ideal,5,E,VVS2,6,7247.41,2174.223,15660.41,8413,14083.3947,,,,,,,,,
1949,1.07,Ideal,5,G,SI1,3,5885.41,1765.623,14298.41,8413,12721.3947,,,,,,,,,
2243,1.07,Ideal,5,H,SI2,2,5431.41,1629.423,13844.41,8413,12267.3947,,,,,,,,,
2327,1.07,Premium,4,F,SI1,3,5727.31,1718.193,14140.31,8413,12563.2947,,,,,,,,,
2712,1.07,Premium,4,H,VS2,5,6635.31,1990.593,15048.31,8413,13471.2947,,,,,,,,,
2972,1.07,Premium,4,E,SI2,2,5273.31,1581.993,13686.31,8413,12109.2947,,,,,,,,,
88,1.08,Premium,4,H,SI2,2,5357.44,1607.232,13770.44,8413,13607.32263,,,,,,,,,
331,1.08,Premium,4,H,VS1,4,6265.44,1879.632,14678.44,8413,14515.32263,,,,,,,,,
551,1.08,Very Good,3,F,SI1,3,5653.34,1696.002,14066.34,8413,13903.22263,,,,,,,,,
615,1.08,Ideal,5,G,VS2,5,6877.54,2063.262,15290.54,8413,15127.42263,,,,,,,,,
1107,1.08,Good,2,G,SI2,2,5041.24,1512.372,13454.24,8413,13291.12263,,,,,,,,,
1148,1.08,Premium,4,F,SI1,3,5811.44,1743.432,14224.44,8413,14061.32263,,,,,,,,,
1460,1.08,Ideal,5,F,VS2,5,6877.54,2063.262,15290.54,8413,15127.42263,,,,,,,,,
1603,1.08,Ideal,5,H,SI2,2,5515.54,1654.662,13928.54,8413,13765.42263,,,,,,,,,
1686,1.08,Ideal,5,G,IF,8,8239.54,2471.862,16652.54,8413,16489.42263,,,,,,,,,
2259,1.08,Premium,4,G,SI2,2,5357.44,1607.232,13770.44,8413,13607.32263,,,,,,,,,
2264,1.08,Ideal,5,E,VS1,4,6423.54,1927.062,14836.54,8413,14673.42263,,,,,,,,,
2309,1.08,Ideal,5,H,SI1,3,5969.54,1790.862,14382.54,8413,14219.42263,,,,,,,,,
2392,1.08,Ideal,5,G,VS1,4,6423.54,1927.062,14836.54,8413,14673.42263,,,,,,,,,
2613,1.08,Very Good,3,G,SI2,2,5199.34,1559.802,13612.34,8413,13449.22263,,,,,,,,,
2755,1.08,Very Good,3,H,VVS1,7,7469.34,2240.802,15882.34,8413,15719.22263,,,,,,,,,
2825,1.08,Premium,4,G,SI1,3,5811.44,1743.432,14224.44,8413,14061.32263,,,,,,,,,
98,1.09,Ideal,5,H,SI1,3,6053.67,1816.101,14466.67,8413,15859.14159,,,,,,,,,
203,1.09,Ideal,5,G,SI2,2,5599.67,1679.901,14012.67,8413,15405.14159,,,,,,,,,
257,1.09,Premium,4,I,VS2,5,6803.57,2041.071,15216.57,8413,16609.04159,,,,,,,,,
261,1.09,Premium,4,I,VS1,4,6349.57,1904.871,14762.57,8413,16155.04159,,,,,,,,,
382,1.09,Premium,4,F,SI1,3,5895.57,1768.671,14308.57,8413,15701.04159,,,,,,,,,
481,1.09,Ideal,5,E,VS2,5,6961.67,2088.501,15374.67,8413,16767.14159,,,,,,,,,
527,1.09,Good,2,H,SI1,3,5579.37,1673.811,13992.37,8413,15384.84159,,,,,,,,,
538,1.09,Premium,4,H,SI1,3,5895.57,1768.671,14308.57,8413,15701.04159,,,,,,,,,
710,1.09,Premium,4,H,SI1,3,5895.57,1768.671,14308.57,8413,15701.04159,,,,,,,,,
764,1.09,Ideal,5,G,VVS2,6,7415.67,2224.701,15828.67,8413,17221.14159,,,,,,,,,
991,1.09,Ideal,5,E,SI2,2,5599.67,1679.901,14012.67,8413,15405.14159,,,,,,,,,
1191,1.09,Ideal,5,H,SI1,3,6053.67,1816.101,14466.67,8413,15859.14159,,,,,,,,,
1196,1.09,Premium,4,I,SI1,3,5895.57,1768.671,14308.57,8413,15701.04159,,,,,,,,,
1962,1.09,Ideal,5,H,SI1,3,6053.67,1816.101,14466.67,8413,15859.14159,,,,,,,,,
2828,1.09,Premium,4,G,VS2,5,6803.57,2041.071,15216.57,8413,16609.04159,,,,,,,,,
2904,1.09,Ideal,5,E,SI1,3,6053.67,1816.101,14466.67,8413,15859.14159,,,,,,,,,
2997,1.09,Premium,4,I,VS2,5,6803.57,2041.071,15216.57,8413,16609.04159,,,,,,,,,
139,1.1,Ideal,5,G,VS1,4,6591.8,1977.54,15004.8,8413,18107.95344,,,,,,,,,
426,1.1,Very Good,3,I,SI2,2,5367.6,1610.28,13780.6,8413,16883.75344,,,,,,,,,
523,1.1,Premium,4,F,VS2,5,6887.7,2066.31,15300.7,8413,18403.85344,,,,,,,,,
549,1.1,Premium,4,G,VS2,5,6887.7,2066.31,15300.7,8413,18403.85344,,,,,,,,,
617,1.1,Premium,4,G,VS2,5,6887.7,2066.31,15300.7,8413,18403.85344,,,,,,,,,
674,1.1,Ideal,5,F,VS1,4,6591.8,1977.54,15004.8,8413,18107.95344,,,,,,,,,
733,1.1,Premium,4,E,SI2,2,5525.7,1657.71,13938.7,8413,17041.85344,,,,,,,,,
863,1.1,Premium,4,H,SI1,3,5979.7,1793.91,14392.7,8413,17495.85344,,,,,,,,,
1227,1.1,Very Good,3,E,SI2,2,5367.6,1610.28,13780.6,8413,16883.75344,,,,,,,,,
1373,1.1,Ideal,5,H,SI1,3,6137.8,1841.34,14550.8,8413,17653.95344,,,,,,,,,
1720,1.1,Ideal,5,G,VS1,4,6591.8,1977.54,15004.8,8413,18107.95344,,,,,,,,,
2430,1.1,Very Good,3,I,VS1,4,6275.6,1882.68,14688.6,8413,17791.75344,,,,,,,,,
2478,1.1,Ideal,5,G,VS1,4,6591.8,1977.54,15004.8,8413,18107.95344,,,,,,,,,
2914,1.1,Ideal,5,I,SI1,3,6137.8,1841.34,14550.8,8413,17653.95344,,,,,,,,,
2994,1.1,Good,2,D,SI2,2,5209.5,1562.85,13622.5,8413,16725.65344,,,,,,,,,
26,1.11,Ideal,5,E,SI2,2,5767.93,1730.379,14180.93,8413,19164.52765,,,,,,,,,
189,1.11,Ideal,5,H,VVS2,6,7583.93,2275.179,15996.93,8413,20980.52765,,,,,,,,,
277,1.11,Premium,4,G,SI1,3,6063.83,1819.149,14476.83,8413,19460.42765,,,,,,,,,
447,1.11,Very Good,3,J,VS1,4,6359.73,1907.919,14772.73,8413,19756.32765,,,,,,,,,
502,1.11,Premium,4,D,VS2,5,6971.83,2091.549,15384.83,8413,20368.42765,,,,,,,,,
572,1.11,Ideal,5,F,VS2,5,7129.93,2138.979,15542.93,8413,20526.52765,,,,,,,,,
606,1.11,Good,2,H,SI2,2,5293.63,1588.089,13706.63,8413,18690.22765,,,,,,,,,
720,1.11,Good,2,I,VS2,5,6655.63,1996.689,15068.63,8413,20052.22765,,,,,,,,,
831,1.11,Premium,4,I,SI2,2,5609.83,1682.949,14022.83,8413,19006.42765,,,,,,,,,
958,1.11,Ideal,5,G,VS1,4,6675.93,2002.779,15088.93,8413,20072.52765,,,,,,,,,
1080,1.11,Premium,4,F,SI1,3,6063.83,1819.149,14476.83,8413,19460.42765,,,,,,,,,
1088,1.11,Very Good,3,J,SI1,3,5905.73,1771.719,14318.73,8413,19302.32765,,,,,,,,,
1166,1.11,Very Good,3,H,SI1,3,5905.73,1771.719,14318.73,8413,19302.32765,,,,,,,,,
1274,1.11,Ideal,5,E,VS2,5,7129.93,2138.979,15542.93,8413,20526.52765,,,,,,,,,
1282,1.11,Very Good,3,H,SI2,2,5451.73,1635.519,13864.73,8413,18848.32765,,,,,,,,,
1978,1.11,Very Good,3,H,SI1,3,5905.73,1771.719,14318.73,8413,19302.32765,,,,,,,,,
2028,1.11,Premium,4,G,SI2,2,5609.83,1682.949,14022.83,8413,19006.42765,,,,,,,,,
2043,1.11,Very Good,3,F,VVS1,7,7721.73,2316.519,16134.73,8413,21118.32765,,,,,,,,,
2266,1.11,Ideal,5,G,VS2,5,7129.93,2138.979,15542.93,8413,20526.52765,,,,,,,,,
2275,1.11,Ideal,5,G,VS2,5,7129.93,2138.979,15542.93,8413,20526.52765,,,,,,,,,
2317,1.11,Premium,4,F,SI2,2,5609.83,1682.949,14022.83,8413,19006.42765,,,,,,,,,
2394,1.11,Very Good,3,E,VS1,4,6359.73,1907.919,14772.73,8413,19756.32765,,,,,,,,,
2447,1.11,Premium,4,D,SI2,2,5609.83,1682.949,14022.83,8413,19006.42765,,,,,,,,,
2730,1.11,Premium,4,H,SI1,3,6063.83,1819.149,14476.83,8413,19460.42765,,,,,,,,,
2991,1.11,Ideal,5,D,VVS2,6,7583.93,2275.179,15996.93,8413,20980.52765,,,,,,,,,
2993,1.11,Good,2,F,SI1,3,5747.63,1724.289,14160.63,8413,19144.22765,,,,,,,,,
392,1.12,Premium,4,D,SI2,2,5693.96,1708.188,14106.96,8413,21156.82119,,,,,,,,,
531,1.12,Ideal,5,H,SI1,3,6306.06,1891.818,14719.06,8413,21768.92119,,,,,,,,,
691,1.12,Ideal,5,G,SI1,3,6306.06,1891.818,14719.06,8413,21768.92119,,,,,,,,,
716,1.12,Premium,4,J,SI2,2,5693.96,1708.188,14106.96,8413,21156.82119,,,,,,,,,
1022,1.12,Very Good,3,E,VS2,5,6897.86,2069.358,15310.86,8413,22360.72119,,,,,,,,,
1064,1.12,Premium,4,G,VVS2,6,7509.96,2252.988,15922.96,8413,22972.82119,,,,,,,,,
1105,1.12,Very Good,3,F,SI1,3,5989.86,1796.958,14402.86,8413,21452.72119,,,,,,,,,
1384,1.12,Premium,4,H,SI1,3,6147.96,1844.388,14560.96,8413,21610.82119,,,,,,,,,
1674,1.12,Ideal,5,F,VVS2,6,7668.06,2300.418,16081.06,8413,23130.92119,,,,,,,,,
2267,1.12,Ideal,5,E,SI2,2,5852.06,1755.618,14265.06,8413,21314.92119,,,,,,,,,
2880,1.12,Very Good,3,I,VS2,5,6897.86,2069.358,15310.86,8413,22360.72119,,,,,,,,,
97,1.13,Very Good,3,G,SI2,2,5619.99,1685.997,14032.99,8413,23352.50979,,,,,,,,,
117,1.13,Ideal,5,D,VS1,4,6844.19,2053.257,15257.19,8413,24576.70979,,,,,,,,,
407,1.13,Premium,4,G,VVS1,7,8048.09,2414.427,16461.09,8413,25780.60979,,,,,,,,,
908,1.13,Ideal,5,F,SI1,3,6390.19,1917.057,14803.19,8413,24122.70979,,,,,,,,,
1000,1.13,Ideal,5,I,VS2,5,7298.19,2189.457,15711.19,8413,25030.70979,,,,,,,,,
1123,1.13,Good,2,F,SI2,2,5461.89,1638.567,13874.89,8413,23194.40979,,,,,,,,,
1478,1.13,Ideal,5,H,SI1,3,6390.19,1917.057,14803.19,8413,24122.70979,,,,,,,,,
1607,1.13,Fair,1,F,VS1,4,6211.79,1863.537,14624.79,8413,23944.30979,,,,,,,,,
1760,1.13,Very Good,3,F,SI1,3,6073.99,1822.197,14486.99,8413,23806.50979,,,,,,,,,
1986,1.13,Ideal,5,G,VS2,5,7298.19,2189.457,15711.19,8413,25030.70979,,,,,,,,,
2261,1.13,Fair,1,H,SI2,2,5303.79,1591.137,13716.79,8413,23036.30979,,,,,,,,,
2775,1.13,Premium,4,J,VS1,4,6686.09,2005.827,15099.09,8413,24418.60979,,,,,,,,,
2876,1.13,Ideal,5,H,SI1,3,6390.19,1917.057,14803.19,8413,24122.70979,,,,,,,,,
2892,1.13,Very Good,3,I,VS2,5,6981.99,2094.597,15394.99,8413,24714.50979,,,,,,,,,
591,1.14,Very Good,3,D,VS2,5,7066.12,2119.836,15479.12,8413,27290.93158,,,,,,,,,
652,1.14,Premium,4,D,SI1,3,6316.22,1894.866,14729.22,8413,26541.03158,,,,,,,,,
1065,1.14,Very Good,3,E,IF,8,8428.12,2528.436,16841.12,8413,28652.93158,,,,,,,,,
1212,1.14,Very Good,3,J,SI1,3,6158.12,1847.436,14571.12,8413,26382.93158,,,,,,,,,
1489,1.14,Premium,4,F,SI1,3,6316.22,1894.866,14729.22,8413,26541.03158,,,,,,,,,
1851,1.14,Ideal,5,G,VS1,4,6928.32,2078.496,15341.32,8413,27153.13158,,,,,,,,,
2253,1.14,Good,2,G,SI2,2,5546.02,1663.806,13959.02,8413,25770.83158,,,,,,,,,
2703,1.14,Very Good,3,G,SI2,2,5704.12,1711.236,14117.12,8413,25928.93158,,,,,,,,,
49,1.15,Premium,4,G,SI1,3,6400.35,1920.105,14813.35,8413,29361.14433,,,,,,,,,
579,1.15,Ideal,5,D,VS2,5,7466.45,2239.935,15879.45,8413,30427.24433,,,,,,,,,
635,1.15,Premium,4,G,SI2,2,5946.35,1783.905,14359.35,8413,28907.14433,,,,,,,,,
896,1.15,Ideal,5,H,SI2,2,6104.45,1831.335,14517.45,8413,29065.24433,,,,,,,,,
1013,1.15,Premium,4,E,SI2,2,5946.35,1783.905,14359.35,8413,28907.14433,,,,,,,,,
1624,1.15,Very Good,3,E,SI2,2,5788.25,1736.475,14201.25,8413,28749.04433,,,,,,,,,
1783,1.15,Premium,4,H,SI2,2,5946.35,1783.905,14359.35,8413,28907.14433,,,,,,,,,
1910,1.15,Ideal,5,J,VS1,4,7012.45,2103.735,15425.45,8413,29973.24433,,,,,,,,,
2034,1.15,Ideal,5,G,VVS1,7,8374.45,2512.335,16787.45,8413,31335.24433,,,,,,,,,
2816,1.15,Good,2,J,SI2,2,5630.15,1689.045,14043.15,8413,28590.94433,,,,,,,,,
2855,1.15,Very Good,3,H,SI2,2,5788.25,1736.475,14201.25,8413,28749.04433,,,,,,,,,
415,1.16,Ideal,5,F,VS2,5,7550.58,2265.174,15963.58,8413,33514.09757,,,,,,,,,
873,1.16,Ideal,5,H,SI2,2,6188.58,1856.574,14601.58,8413,32152.09757,,,,,,,,,
1450,1.16,Good,2,F,SI2,2,5714.28,1714.284,14127.28,8413,31677.79757,,,,,,,,,
2044,1.16,Premium,4,G,VVS1,7,8300.48,2490.144,16713.48,8413,34263.99757,,,,,,,,,
2756,1.16,Fair,1,H,SI2,2,5556.18,1666.854,13969.18,8413,31519.69757,,,,,,,,,
2984,1.16,Ideal,5,I,VS2,5,7550.58,2265.174,15963.58,8413,33514.09757,,,,,,,,,
383,1.17,Ideal,5,I,SI2,2,6272.71,1881.813,14685.71,8413,35530.92095,,,,,,,,,
434,1.17,Ideal,5,H,VS2,5,7634.71,2290.413,16047.71,8413,36892.92095,,,,,,,,,
585,1.17,Ideal,5,G,VVS2,6,8088.71,2426.613,16501.71,8413,37346.92095,,,,,,,,,
2193,1.17,Ideal,5,G,VS2,5,7634.71,2290.413,16047.71,8413,36892.92095,,,,,,,,,
2220,1.17,Very Good,3,H,SI1,3,6410.51,1923.153,14823.51,8413,35668.72095,,,,,,,,,
1366,1.18,Ideal,5,I,SI1,3,6810.84,2043.252,15223.84,8413,39683.33048,,,,,,,,,
1409,1.18,Ideal,5,I,VS1,4,7264.84,2179.452,15677.84,8413,40137.33048,,,,,,,,,
1837,1.18,Ideal,5,E,SI2,2,6356.84,1907.052,14769.84,8413,39229.33048,,,,,,,,,
1971,1.18,Premium,4,G,SI2,2,6198.74,1859.622,14611.74,8413,39071.23048,,,,,,,,,
2075,1.18,Premium,4,I,VS1,4,7106.74,2132.022,15519.74,8413,39979.23048,,,,,,,,,
2621,1.18,Premium,4,H,SI1,3,6652.74,1995.822,15065.74,8413,39525.23048,,,,,,,,,
2633,1.18,Premium,4,E,I1,1,5744.74,1723.422,14157.74,8413,38617.23048,,,,,,,,,
2685,1.18,Very Good,3,I,SI2,2,6040.64,1812.192,14453.64,8413,38913.13048,,,,,,,,,
2704,1.18,Good,2,D,SI2,2,5882.54,1764.762,14295.54,8413,38755.03048,,,,,,,,,
2711,1.18,Premium,4,G,VS2,5,7560.74,2268.222,15973.74,8413,40433.23048,,,,,,,,,
199,1.19,Very Good,3,E,VS2,5,7486.77,2246.031,15899.77,8413,44323.35423,,,,,,,,,
641,1.19,Ideal,5,D,SI2,2,6440.97,1932.291,14853.97,8413,43277.55423,,,,,,,,,
776,1.19,Very Good,3,H,SI1,3,6578.77,1973.631,14991.77,8413,43415.35423,,,,,,,,,
783,1.19,Very Good,3,D,VVS1,7,8394.77,2518.431,16807.77,8413,45231.35423,,,,,,,,,
1466,1.19,Ideal,5,G,VVS1,7,8710.97,2613.291,17123.97,8413,45547.55423,,,,,,,,,
2310,1.19,Fair,1,I,SI1,3,6262.57,1878.771,14675.57,8413,43099.15423,,,,,,,,,
2690,1.19,Premium,4,G,VS2,5,7644.87,2293.461,16057.87,8413,44481.45423,,,,,,,,,
2783,1.19,Ideal,5,F,VVS2,6,8256.97,2477.091,16669.97,8413,45093.55423,,,,,,,,,
2909,1.19,Ideal,5,E,SI2,2,6440.97,1932.291,14853.97,8413,43277.55423,,,,,,,,,
111,1.2,Ideal,5,G,VS1,4,7433.1,2229.93,15846.1,8413,48616.6794,,,,,,,,,
362,1.2,Very Good,3,I,SI1,3,6662.9,1998.87,15075.9,8413,47846.4794,,,,,,,,,
557,1.2,Good,2,H,SI1,3,6504.8,1951.44,14917.8,8413,47688.3794,,,,,,,,,
833,1.2,Good,2,J,VS2,5,7412.8,2223.84,15825.8,8413,48596.3794,,,,,,,,,
1036,1.2,Premium,4,H,SI2,2,6367,1910.1,14780,8413,47550.5794,,,,,,,,,
1115,1.2,Premium,4,H,SI1,3,6821,2046.3,15234,8413,48004.5794,,,,,,,,,
1222,1.2,Ideal,5,D,SI1,3,6979.1,2093.73,15392.1,8413,48162.6794,,,,,,,,,
1224,1.2,Good,2,E,VS2,5,7412.8,2223.84,15825.8,8413,48596.3794,,,,,,,,,
1297,1.2,Very Good,3,H,SI2,2,6208.9,1862.67,14621.9,8413,47392.4794,,,,,,,,,
1301,1.2,Premium,4,G,SI1,3,6821,2046.3,15234,8413,48004.5794,,,,,,,,,
1304,1.2,Ideal,5,G,VVS2,6,8341.1,2502.33,16754.1,8413,49524.6794,,,,,,,,,
1317,1.2,Ideal,5,F,VVS1,7,8795.1,2638.53,17208.1,8413,49978.6794,,,,,,,,,
1441,1.2,Ideal,5,E,VVS1,7,8795.1,2638.53,17208.1,8413,49978.6794,,,,,,,,,
1503,1.2,Fair,1,G,I1,1,5438.7,1631.61,13851.7,8413,46622.2794,,,,,,,,,
1534,1.2,Premium,4,G,SI2,2,6367,1910.1,14780,8413,47550.5794,,,,,,,,,
1610,1.2,Ideal,5,F,VS1,4,7433.1,2229.93,15846.1,8413,48616.6794,,,,,,,,,
1664,1.2,Ideal,5,I,SI1,3,6979.1,2093.73,15392.1,8413,48162.6794,,,,,,,,,
1712,1.2,Premium,4,E,VVS2,6,8183,2454.9,16596,8413,49366.5794,,,,,,,,,
1716,1.2,Ideal,5,E,VVS1,7,8795.1,2638.53,17208.1,8413,49978.6794,,,,,,,,,
1970,1.2,Very Good,3,F,VVS2,6,8024.9,2407.47,16437.9,8413,49208.4794,,,,,,,,,
2035,1.2,Ideal,5,G,VS1,4,7433.1,2229.93,15846.1,8413,48616.6794,,,,,,,,,
2172,1.2,Very Good,3,J,SI1,3,6662.9,1998.87,15075.9,8413,47846.4794,,,,,,,,,
2268,1.2,Premium,4,H,VS1,4,7275,2182.5,15688,8413,48458.5794,,,,,,,,,
2287,1.2,Very Good,3,F,SI1,3,6662.9,1998.87,15075.9,8413,47846.4794,,,,,,,,,
2440,1.2,Ideal,5,F,VS2,5,7887.1,2366.13,16300.1,8413,49070.6794,,,,,,,,,
2716,1.2,Premium,4,J,SI1,3,6821,2046.3,15234,8413,48004.5794,,,,,,,,,
2733,1.2,Ideal,5,G,VVS2,6,8341.1,2502.33,16754.1,8413,49524.6794,,,,,,,,,
2830,1.2,Premium,4,F,SI2,2,6367,1910.1,14780,8413,47550.5794,,,,,,,,,
2921,1.2,Ideal,5,G,VS1,4,7433.1,2229.93,15846.1,8413,48616.6794,,,,,,,,,
2989,1.2,Very Good,3,G,SI2,2,6208.9,1862.67,14621.9,8413,47392.4794,,,,,,,,,
37,1.21,Premium,4,I,SI2,2,6451.13,1935.339,14864.13,8413,52400.82272,,,,,,,,,
101,1.21,Premium,4,H,SI2,2,6451.13,1935.339,14864.13,8413,52400.82272,,,,,,,,,
269,1.21,Good,2,H,VS1,4,7042.93,2112.879,15455.93,8413,52992.62272,,,,,,,,,
365,1.21,Premium,4,J,VVS2,6,8267.13,2480.139,16680.13,8413,54216.82272,,,,,,,,,
445,1.21,Ideal,5,F,VS2,5,7971.23,2391.369,16384.23,8413,53920.92272,,,,,,,,,
476,1.21,Very Good,3,F,VS2,5,7655.03,2296.509,16068.03,8413,53604.72272,,,,,,,,,
500,1.21,Ideal,5,G,VS2,5,7971.23,2391.369,16384.23,8413,53920.92272,,,,,,,,,
539,1.21,Premium,4,I,VS2,5,7813.13,2343.939,16226.13,8413,53762.82272,,,,,,,,,
685,1.21,Ideal,5,G,VS1,4,7517.23,2255.169,15930.23,8413,53466.92272,,,,,,,,,
918,1.21,Ideal,5,G,VS2,5,7971.23,2391.369,16384.23,8413,53920.92272,,,,,,,,,
1046,1.21,Ideal,5,J,SI1,3,7063.23,2118.969,15476.23,8413,53012.92272,,,,,,,,,
1052,1.21,Good,2,J,VVS2,6,7950.93,2385.279,16363.93,8413,53900.62272,,,,,,,,,
1234,1.21,Very Good,3,F,VS1,4,7201.03,2160.309,15614.03,8413,53150.72272,,,,,,,,,
1447,1.21,Premium,4,G,VS2,5,7813.13,2343.939,16226.13,8413,53762.82272,,,,,,,,,
1459,1.21,Ideal,5,E,SI1,3,7063.23,2118.969,15476.23,8413,53012.92272,,,,,,,,,
1651,1.21,Very Good,3,H,VS1,4,7201.03,2160.309,15614.03,8413,53150.72272,,,,,,,,,
1672,1.21,Very Good,3,D,SI2,2,6293.03,1887.909,14706.03,8413,52242.72272,,,,,,,,,
1771,1.21,Ideal,5,G,VVS1,7,8879.23,2663.769,17292.23,8413,54828.92272,,,,,,,,,
2023,1.21,Ideal,5,F,SI2,2,6609.23,1982.769,15022.23,8413,52558.92272,,,,,,,,,
2100,1.21,Premium,4,H,VS1,4,7359.13,2207.739,15772.13,8413,53308.82272,,,,,,,,,
2210,1.21,Premium,4,E,SI2,2,6451.13,1935.339,14864.13,8413,52400.82272,,,,,,,,,
2377,1.21,Ideal,5,G,VS1,4,7517.23,2255.169,15930.23,8413,53466.92272,,,,,,,,,
2528,1.21,Premium,4,H,SI1,3,6905.13,2071.539,15318.13,8413,52854.82272,,,,,,,,,
2570,1.21,Very Good,3,H,SI1,3,6747.03,2024.109,15160.03,8413,52696.72272,,,,,,,,,
2603,1.21,Very Good,3,E,SI1,3,6747.03,2024.109,15160.03,8413,52696.72272,,,,,,,,,
2777,1.21,Premium,4,H,SI1,3,6905.13,2071.539,15318.13,8413,52854.82272,,,,,,,,,
2821,1.21,Ideal,5,H,SI1,3,7063.23,2118.969,15476.23,8413,53012.92272,,,,,,,,,
2908,1.21,Very Good,3,G,SI2,2,6293.03,1887.909,14706.03,8413,52242.72272,,,,,,,,,
2915,1.21,Very Good,3,G,SI2,2,6293.03,1887.909,14706.03,8413,52242.72272,,,,,,,,,
2973,1.21,Very Good,3,F,VS1,4,7201.03,2160.309,15614.03,8413,53150.72272,,,,,,,,,
1,1.22,Premium,4,G,SI1,3,6989.26,2096.778,15402.26,8413,58163.8265,,,,,,,,,
142,1.22,Ideal,5,J,VS1,4,7601.36,2280.408,16014.36,8413,58775.9265,,,,,,,,,
172,1.22,Ideal,5,G,VS1,4,7601.36,2280.408,16014.36,8413,58775.9265,,,,,,,,,
629,1.22,Ideal,5,I,SI1,3,7147.36,2144.208,15560.36,8413,58321.9265,,,,,,,,,
647,1.22,Ideal,5,G,VS2,5,8055.36,2416.608,16468.36,8413,59229.9265,,,,,,,,,
718,1.22,Ideal,5,H,SI1,3,7147.36,2144.208,15560.36,8413,58321.9265,,,,,,,,,
824,1.22,Very Good,3,H,SI1,3,6831.16,2049.348,15244.16,8413,58005.7265,,,,,,,,,
1137,1.22,Very Good,3,H,VS1,4,7285.16,2185.548,15698.16,8413,58459.7265,,,,,,,,,
1266,1.22,Ideal,5,H,VS1,4,7601.36,2280.408,16014.36,8413,58775.9265,,,,,,,,,
1407,1.22,Good,2,G,SI2,2,6219.06,1865.718,14632.06,8413,57393.6265,,,,,,,,,
1538,1.22,Ideal,5,H,SI2,2,6693.36,2008.008,15106.36,8413,57867.9265,,,,,,,,,
1792,1.22,Premium,4,H,SI1,3,6989.26,2096.778,15402.26,8413,58163.8265,,,,,,,,,
1808,1.22,Premium,4,D,VS2,5,7897.26,2369.178,16310.26,8413,59071.8265,,,,,,,,,
2051,1.22,Premium,4,H,VS1,4,7443.26,2232.978,15856.26,8413,58617.8265,,,,,,,,,
2497,1.22,Premium,4,E,SI1,3,6989.26,2096.778,15402.26,8413,58163.8265,,,,,,,,,
2660,1.22,Ideal,5,E,VVS2,6,8509.36,2552.808,16922.36,8413,59683.9265,,,,,,,,,
2843,1.22,Premium,4,F,VS2,5,7897.26,2369.178,16310.26,8413,59071.8265,,,,,,,,,
2859,1.22,Ideal,5,I,VS1,4,7601.36,2280.408,16014.36,8413,58775.9265,,,,,,,,,
2919,1.22,Ideal,5,G,VS1,4,7601.36,2280.408,16014.36,8413,58775.9265,,,,,,,,,
2995,1.22,Premium,4,I,SI2,2,6535.26,1960.578,14948.26,8413,57709.8265,,,,,,,,,
187,1.23,Very Good,3,G,SI2,2,6461.29,1938.387,14874.29,8413,63362.88264,,,,,,,,,
1038,1.23,Ideal,5,I,SI2,2,6777.49,2033.247,15190.49,8413,63679.08264,,,,,,,,,
1195,1.23,Ideal,5,H,SI1,3,7231.49,2169.447,15644.49,8413,64133.08264,,,,,,,,,
1543,1.23,Premium,4,I,SI2,2,6619.39,1985.817,15032.39,8413,63520.98264,,,,,,,,,
1731,1.23,Ideal,5,F,VVS2,6,8593.49,2578.047,17006.49,8413,65495.08264,,,,,,,,,
1845,1.23,Very Good,3,F,VS1,4,7369.29,2210.787,15782.29,8413,64270.88264,,,,,,,,,
